Quaywall nr,leeftijd,geometrie,rak,rakdeel,aantasting houten palen,aantasting houten palen score1,beschadigde kesp,beschadigde kesp score3,beschadigde paal-kesp/paal-vloer,paal-kesp/paal-vloer score4,risicoscore specialist
KBS0201-B,110.0,"LINESTRING (121978.7651235645 487202.51852754346, 121977.715 487198.245000001, 121977.311000001 487196.603, 121977.043000001 487195.213, 121976.886999998 487193.859999999, 121976.682999998 487192.719999999, 121976.397999998 487191.355, 121975.368000001 487188.554000001, 121975.238000002 487188.594999999, 121975.09330214244 487188.16090642696)",KBS0201,B,100.0,4.0,100.0,4.0,0.0,1.0,7.0
KBS0201-B,110.0,"LINESTRING (121978.7651235645 487202.51852754346, 121977.715 487198.245000001, 121977.311000001 487196.603, 121977.043000001 487195.213, 121976.886999998 487193.859999999, 121976.682999998 487192.719999999, 121976.397999998 487191.355, 121975.368000001 487188.554000001, 121975.238000002 487188.594999999, 121975.09330214244 487188.16090642696)",KBS0201,B,100.0,4.0,60.0,4.0,9.0,1.0,7.0
KBS0301-A,100.0,"LINESTRING (121932.796999998 487131.381999999, 121948.195 487144.616999999, 121951.3405742192 487147.1929412714)",KBS0301,A,80.0,4.0,100.0,4.0,67.0,4.0,9.333333333333334
KBS0301-A,100.0,"LINESTRING (121932.796999998 487131.381999999, 121948.195 487144.616999999, 121951.3405742192 487147.1929412714)",KBS0301,A,80.0,4.0,100.0,4.0,67.0,4.0,9.333333333333334
KBS0302-B,100.0,"LINESTRING (121966.72085235832 487149.0118696573, 121964.875999998 487147.311999999, 121946.217 487130.583999999, 121937.504999999 487123.234000001)",KBS0302,B,100.0,4.0,83.0,4.0,33.0,3.0,8.0
KPG0202-A,120.0,"LINESTRING (121035.201000001 488214.912, 121037.030999999 488214.971000001, 121041.221000001 488217.090999998, 121043.64113723185 488221.4356729215)",KPG0202,A,89.0,4.0,78.0,4.0,22.0,2.0,8.0
KPG0202-C,120.0,"LINESTRING (121044.78471917017 488223.4886513311, 121067.693 488264.614)",KPG0202,C,89.0,4.0,100.0,4.0,80.0,4.0,8.0
KVV0704-B,109.0,"LINESTRING (119074.00914566097 486363.88727506227, 119071.809999999 486359.789999999, 119052.565000001 486324.153999999, 119049.05861422856 486317.6609793244)",KVV0704,B,29.0,2.0,100.0,4.0,60.0,4.0,5.0
KZG0102-A,72.0,"LINESTRING (121139.041000001 488068.581, 121086.601 487976.480999999, 121086.213 487976.675000001, 121085.31819650836 487974.88258093887)",KZG0102,A,93.0,4.0,100.0,4.0,0.0,1.0,7.0
KZG0102-B,72.0,"LINESTRING (121085.31819650836 487974.88258093887, 121083.030999999 487970.300999999, 121082.41051452636 487969.19376213464)",KZG0102,B,100.0,4.0,100.0,4.0,0.0,1.0,10.666666666666666
KZG0102-C,72.0,"LINESTRING (121082.41051452636 487969.19376213464, 121073.8847505475 487953.97978998476)",KZG0102,C,83.0,4.0,61.0,4.0,15.0,2.0,8.0
KZG0102-D,72.0,"LINESTRING (121073.8847505475 487953.97978998476, 121069.250999998 487945.710999999, 121055.60767220047 487921.55643711984)",KZG0102,D,100.0,4.0,40.0,3.0,0.0,1.0,7.0
KZG0102-F,72.0,"LINESTRING (121051.9623023166 487915.1166244442, 121040.50257828372 487894.9559988316)",KZG0102,F,100.0,4.0,100.0,4.0,100.0,4.0,9.333333333333334
KZG0102-G,72.0,"LINESTRING (121040.50257828372 487894.9559988316, 121035.9315370028 487886.91435213404)",KZG0102,G,67.0,4.0,100.0,4.0,33.0,3.0,8.0
KZG0102-H,72.0,"LINESTRING (121035.9315370028 487886.91435213404, 121029.21581256956 487875.0996517427)",KZG0102,H,0.0,1.0,100.0,4.0,53.0,4.0,7.0
KZG0102-I,72.0,"LINESTRING (121029.21581256956 487875.0996517427, 121028.921 487874.581, 121028.691 487874.701000001, 121018.208000001 487855.988000002, 121017.987 487855.633000001, 121017.72765363971 487855.2943013939)",KZG0102,I,67.0,4.0,100.0,4.0,0.0,1.0,8.0
KZG0301-02-A,100.0,"LINESTRING (120791.304000001 487481.124000002, 120791.175999999 487481.296999998, 120791.061000001 487481.478, 120790.958000001 487481.666000001, 120790.866999999 487481.861000001, 120790.789999999 487482.061000001, 120790.727000002 487482.265999999, 120790.677000001 487482.475000001, 120790.642000001 487482.686000001, 120790.620000001 487482.899999999, 120790.613000002 487483.114999998, 120790.620999999 487483.329, 120790.811000001 487487.215, 120791.048999999 487487.344999999, 120791.135000002 487487.585000001, 120791.074000001 487487.835000001, 120790.848999999 487487.984999999, 120792.29612289045 487507.6260878485)",KZG0301-02,A,67.0,4.0,10.0,2.0,100.0,4.0,7.0
KZG0501-B,120.0,"LINESTRING (120765.54279003442 487091.36546898657, 120765.408 487091.374000002, 120769.08223768338 487149.12217131065)",KZG0501,B,83.0,4.0,86.0,4.0,61.0,4.0,6.666666666666667
KZG0501-D,120.0,"LINESTRING (120772.99998933094 487210.6976633674, 120777.197999999 487276.677999999, 120777.215999998 487276.828000002, 120777.247000001 487276.967, 120777.291999999 487277.101, 120777.351 487277.230999999, 120777.421999998 487277.353, 120777.506000001 487277.467999998, 120777.600000001 487277.574000001, 120777.704999998 487277.669, 120777.818999998 487277.754000001)",KZG0501,D,100.0,4.0,100.0,4.0,28.0,2.0,8.0
LAG0201-A,157.0,"LINESTRING (120279.912999999 487088.522, 120280.004000001 487088.622000001, 120280.105 487088.710999999, 120280.215 487088.789000001, 120280.309999999 487088.842999998, 120282.726 487089.726, 120295.421999998 487094.958000001, 120414.997000001 487145.359000001, 120420.616999999 487147.697999999, 120424.58514864341 487149.43488123454)",LAG0201,A,91.0,4.0,8.0,1.0,25.0,2.0,7.0
LEG0402-B,141.0,"LINESTRING (120494.75401597693 486500.81023506226, 120478.14748824183 486491.37449255923)",LEG0402,B,83.0,4.0,25.0,2.0,10.0,2.0,6.666666666666667
LOG0102-A,121.0,"LINESTRING (120610.155999999 486879.120000001, 120609.532000002 486878.607000001, 120609.338 486878.465999998, 120609.135000002 486878.337000001, 120608.925999999 486878.221000001, 120608.708999999 486878.116999999, 120608.487 486878.026000001, 120603.870999999 486876.300999999, 120582.725000001 486865.033, 120562.31323230878 486854.2099656493)",LOG0102,A,86.0,4.0,88.0,4.0,43.0,3.0,8.0
LOG0201-A,120.0,"LINESTRING (120405.125999998 486786.234000001, 120405.598999999 486786.693, 120405.708999999 486786.787, 120405.941 486786.960999999, 120406.186000001 486787.114999998, 120500 486835.912, 120546.01844186588 486859.8470629241)",LOG0201,A,73.0,4.0,13.0,2.0,28.0,2.0,7.0
LOG0202-A,132.0,"LINESTRING (120550.988000002 486848.659000002, 120550.162999999 486848.25, 120537.364999998 486840.587000001, 120500 486821.149999999, 120413.01920233991 486775.90608274145)",LOG0202,A,82.0,4.0,14.0,2.0,22.0,2.0,7.0
LYG0601-A,132.0,"LINESTRING (120212.739 487263.327, 120212.348999999 487260.831, 120212.280999999 487260.488000002, 120208.013 487241.131000001, 120207.925000001 487240.699000001, 120207.851 487240.263999999, 120207.791999999 487239.827, 120207.745999999 487239.388999999, 120207.715 487238.949000001, 120207.699000001 487238.508000001, 120207.697000001 487238.068, 120207.708999999 487237.627, 120207.736000001 487237.186999999, 120207.776999999 487236.748, 120207.831999999 487236.309999999, 120207.901000001 487235.875, 120207.984999999 487235.442000002, 120208.083000001 487235.011999998, 120208.195 487234.585999999, 120208.320999999 487234.162999999, 120208.460000001 487233.745000001, 120208.613000002 487233.331, 120208.745999999 487233.002, 120229.54560261536 487183.666521983)",LYG0601,A,73.0,4.0,81.0,4.0,34.0,3.0,6.0
LYG0601-B,120.0,"LINESTRING (120229.54560261536 487183.666521983, 120243.383000001 487150.844999999, 120243.7394293487 487149.9851238902)",LYG0601,B,100.0,4.0,49.0,3.0,31.0,3.0,6.0
LYG0601-C,120.0,"LINESTRING (120243.7394293487 487149.9851238902, 120257.173 487117.577, 120258.372000001 487114.719999999, 120261.458999999 487107.320999999, 120264.00080284323 487101.238276003)",LYG0601,C,71.0,4.0,21.0,2.0,27.0,2.0,6.0
LYG0601-D,126.0,"LINESTRING (120264.00080284323 487101.238276003, 120269.87292984864 487087.1858376227)",LYG0601,D,100.0,4.0,4.0,1.0,7.0,1.0,6.0
LYG0604-A,132.0,"LINESTRING (120254.149 487075.934, 120253.969999999 487076.348000001, 120254.022 487076.372000001, 120254.081 487076.408, 120254.120999999 487076.436999999, 120254.193 487076.504000001, 120254.225000001 487076.541000001, 120254.265000001 487076.596999999, 120254.304000001 487076.664000001, 120254.324000001 487076.708999999, 120254.340999998 487076.754999999, 120254.359999999 487076.829999998, 120254.370000001 487076.899, 120254.373 487076.947999999, 120254.368000001 487077.046, 120254.359000001 487077.094000001, 120254.348000001 487077.142000001, 120254.315000001 487077.234000001, 120254.267999999 487077.32, 120254.210000001 487077.399, 120254.175999999 487077.434, 120254.124000002 487077.480999999, 120254.061000001 487077.526000001, 120254.019000001 487077.550000001, 120253.956 487077.579999998, 120253.883000001 487077.605, 120253.835000001 487077.616, 120253.765999999 487077.625999998, 120253.688999999 487077.629000001, 120253.590999998 487077.620000001, 120253.515999999 487077.602000002, 120253.436999999 487077.574999999, 120249.544 487086.530000001, 120249.568 487086.603, 120249.577 487086.679000001, 120249.572000001 487086.756000001, 120249.552999999 487086.829999998, 120249.521000002 487086.899999999, 120249.476 487086.962000001, 120249.420000002 487087.015000001, 120249.355999999 487087.056000002, 120249.306000002 487087.078000002, 120210.364999998 487178.339000002, 120201.041000001 487200.094000001, 120194.19307510827 487218.80512517324)",LYG0604,A,81.0,4.0,65.0,4.0,26.0,2.0,7.0
LYG0604-A1,72.0,"LINESTRING (120194.19307510827 487218.80512517324, 120189.237 487232.346999999, 120189.127999999 487232.660999998, 120189.015999999 487233.022999998, 120188.919 487233.390000001, 120188.835000001 487233.760000002, 120188.765000001 487234.133000001, 120188.708999999 487234.508000001, 120188.668000001 487234.886, 120188.640999999 487235.263999999, 120188.629000001 487235.642999999, 120188.631000001 487236.022999998, 120188.647 487236.401999999, 120188.677000001 487236.780000001, 120188.721999999 487237.157000002, 120188.782000002 487237.532000002, 120188.855 487237.903999999, 120190.17805580457 487243.9972733676)",LYG0604,A1,67.0,4.0,62.0,4.0,6.0,1.0,7.0
LYG0701-A,130.0,"LINESTRING (120351.675999999 486888.098999999, 120351.772 486887.987, 120351.875 486887.857999999, 120351.971999999 486887.726, 120352.065000001 486887.59, 120352.153000001 486887.451000001, 120352.234999999 486887.309, 120352.313000001 486887.164000001, 120352.384 486887.015999999, 120352.451000001 486886.866, 120355.634 486879.300999999, 120362.39011476672 486863.34227260336)",LYG0701,A,67.0,4.0,20.0,2.0,20.0,2.0,7.0
LYG0701-B,120.0,"LINESTRING (120362.39011476672 486863.34227260336, 120370.96687333273 486843.0829731954)",LYG0701,B,100.0,4.0,18.0,2.0,55.0,4.0,7.0
LYG0703-A,120.0,"LINESTRING (120410.704999998 486707.645, 120410.644000001 486707.693, 120410.587000001 486707.745000001, 120410.534000002 486707.802000001, 120410.486000001 486707.863000002, 120410.443 486707.927000001, 120410.403999999 486707.993999999, 120410.370999999 486708.063999999, 120368.899 486806.392000001, 120360.859000001 486825.230999999, 120354.903999999 486839.403999999, 120349.908 486851.280000001, 120345.783 486861.076000001, 120342.942000002 486867.66, 120339.528999999 486875.405999999, 120337.899 486878.895, 120337.432999998 486879.980999999, 120337.258000001 486880.363000002, 120337.203000002 486880.489, 120337.142000001 486880.640999999, 120337.085999999 486880.796, 120337.035999998 486880.952, 120336.991999999 486881.111000001, 120336.954 486881.27, 120336.921999998 486881.432, 120336.89559249581 486881.5904450258)",LYG0703,A,93.0,4.0,10.0,2.0,8.0,1.0,7.0
LYG0801-A,120.0,"LINESTRING (120428.967999998 486707.423999999, 120429.033 486707.381000001, 120429.094000001 486707.333999999, 120429.151999999 486707.282000002, 120429.204999998 486707.226, 120429.254000001 486707.166000001, 120429.298 486707.103, 120429.337000001 486707.035999998, 120429.370999999 486706.965999998, 120445.370000001 486670.449999999, 120447.45484612505 486665.9127755975)",LYG0801,A,100.0,4.0,44.0,3.0,9.0,1.0,9.333333333333334
LYG0801-B,120.0,"LINESTRING (120447.45484612505 486665.9127755975, 120449.16254048901 486662.1963418285)",LYG0801,B,33.0,3.0,40.0,3.0,40.0,3.0,7.0
LYG0902-A,141.0,"LINESTRING (120505.855 486493.265000001, 120500 486501.350000001, 120499.05119493538 486502.660117703)",LYG0902,A,67.0,4.0,100.0,4.0,57.0,4.0,7.0
LYG1101-B,156.0,"LINESTRING (120903.6959768294 486111.51781906193, 120914.21489177782 486103.0559972541)",LYG1101,B,88.0,4.0,100.0,4.0,18.0,2.0,7.0
LYG1201-A,129.0,"LINESTRING (120940.464000002 486081.370999999, 120975 486053.995000001, 121029.631000001 486010.691)",LYG1201,A,88.0,4.0,100.0,4.0,14.0,2.0,7.0
LYG1401-A,120.0,"LINESTRING (121217.151000001 485916.511, 121450 485891.107000001, 121491.932999998 485886.532000002, 121533.857000001 485881.864, 121536.4459654806 485881.5809660861)",LYG1401,A,100.0,4.0,100.0,4.0,33.0,3.0,8.0
OHF0401-01-B,109.0,"LINESTRING (121919.08155498398 487802.087133123, 121918.191 487802.000999998, 121916.636 487802.227000002, 121915.078000002 487802.432999998, 121912.737 487802.706999999, 121910.392000001 487802.938000001, 121908.826000001 487803.068999998, 121907.259 487803.18, 121905.690000001 487803.272, 121904.120000001 487803.344000001, 121901.765000001 487803.418000001, 121900.193999998 487803.442000002, 121898.622000001 487803.447999999, 121897.050999999 487803.434, 121895.851 487803.410999998, 121893.629999999 487803.322000001, 121891.412 487803.190000001, 121889.195999999 487803.015000001, 121887.721000001 487802.875, 121885.511999998 487802.627999999, 121883.309 487802.339000002, 121881.111000001 487802.006000001, 121879.421 487801.721000001, 121877.226 487801.383000001, 121875.037999999 487801.002999999, 121872.857999999 487800.579999998, 121870.686999999 487800.114, 121868.524999999 487799.607000001, 121866.373 487799.057, 121864.232999999 487798.465999998, 121862.811999999 487798.048999999, 121861.581 487797.671, 121857.784000002 487796.353999998, 121855.260000002 487795.453000002, 121852.743000001 487794.534000002, 121850.232999999 487793.596999999, 121847.728999998 487792.642000001, 121843.986000001 487791.177000001, 121841.5 487790.177000001, 121824.691 487783.271000002, 121820.140999999 487781.232000001)",OHF0401-01,B,69.0,4.0,100.0,4.0,18.0,2.0,7.0
OUS0104-A,120.0,"LINESTRING (122085.006999999 487152.886, 122084.66 487153.399999999, 122085.219999999 487156.34, 122122.39546328963 487182.37771434005)",OUS0104,A,100.0,4.0,0.0,1.0,0.0,1.0,8.0
OUS0201-A,157.0,"LINESTRING (122101.84 487108.989999998, 122072.83275123259 487089.4048137863)",OUS0201,A,100.0,4.0,100.0,4.0,43.0,3.0,9.0
OUS0201-B,120.0,"LINESTRING (122072.83275123259 487089.4048137863, 122067.86008001532 487086.0473532929)",OUS0201,B,50.0,4.0,100.0,4.0,45.0,3.0,9.0
OUS0202-B,100.0,"LINESTRING (121968.10815041105 487073.28559965984, 122030.90512761881 487117.8449943322)",OUS0202,B,92.0,4.0,57.0,4.0,23.0,2.0,12.0
OUS0202-C,100.0,"LINESTRING (122030.90512761881 487117.8449943322, 122034.829999998 487120.629999999, 122034.550000001 487121.050000001, 122054.190000001 487135.079999998, 122067.88471381455 487144.36600594356)",OUS0202,C,100.0,4.0,19.0,2.0,28.0,2.0,9.0
OVW0302-A,77.0,"LINESTRING (121788.190000001 487532.579999998, 121781.27472067757 487522.6142681193)",OVW0302,A,83.0,4.0,100.0,4.0,9.0,1.0,6.0
OVW0302-C,77.0,"LINESTRING (121773.48719260188 487511.3915230687, 121763.140000001 487496.48, 121748.780000001 487477.039999999, 121748.14483425973 487476.240001844)",OVW0302,C,83.0,4.0,15.0,2.0,12.0,2.0,8.0
OVW0401-A,111.0,"LINESTRING (121601.802999999 487322.884, 121611.370000001 487334.484999999, 121612.5949863971 487336.0189054615)",OVW0401,A,33.0,3.0,100.0,4.0,0.0,1.0,7.0
OVW0401-B,68.0,"LINESTRING (121612.5949863971 487336.0189054615, 121618.131000001 487342.951000001, 121618.136999998 487342.958000001, 121624.502999999 487350.923999999, 121643.938000001 487375, 121653.195999999 487386.469000001, 121653.00082271067 487386.6110418349)",OVW0401,B,89.0,4.0,27.0,2.0,0.0,1.0,6.0
OVW0401-D,68.0,"LINESTRING (121659.90452490532 487395.11336865416, 121677.495000001 487417.011999998, 121677.383000001 487417.096000001, 121677.86863161858 487417.69522540097)",OVW0401,D,100.0,4.0,38.0,3.0,13.0,2.0,5.0
OVW0402-A,107.0,"LINESTRING (121723.079999998 487444.969999999, 121713.16 487431.77, 121710.37162585236 487428.2533191715)",OVW0402,A,92.0,4.0,100.0,4.0,5.0,1.0,7.0
OVW0502-A,120.0,"LINESTRING (121613.68 487306.25, 121562.999000002 487239.002999999, 121553.25577932963 487225.7444317138)",OVW0502,A,93.0,4.0,100.0,4.0,49.0,3.0,9.333333333333334
PRG0501-C,130.0,"LINESTRING (120643.35813928617 487249.3579998385, 120643.363000002 487249.416000001, 120643.570999999 487252.066, 120643.765000001 487254.717, 120643.943999998 487257.368999999, 120644.107999999 487260.022, 120644.259 487262.675999999, 120644.395 487265.331, 120644.515999999 487267.986000001, 120644.624000002 487270.642000001, 120644.717 487273.298999999, 120644.795000002 487275.956, 120644.859000001 487278.613000002, 120644.918000001 487281.874000002)",PRG0501,C,67.0,4.0,17.0,2.0,17.0,2.0,7.0
PRG0702-B,120.0,"LINESTRING (120606.85650813727 486658.8445698893, 120606.839000002 486658.973999999, 120608.059 486678.337000001, 120608.55846540559 486685.7882739885)",PRG0702,B,100.0,4.0,75.0,4.0,50.0,4.0,6.0
PRG0702-C,120.0,"LINESTRING (120608.55846540559 486685.7882739885, 120609.923999999 486706.16, 120610.120000001 486709.201000001, 120610.916999999 486718.289999999, 120611.68293180957 486729.8259729897)",PRG0702,C,100.0,4.0,50.0,4.0,20.0,2.0,6.0
RBS0101-A,120.0,"LINESTRING (121916.559 487392.052000001, 121925 487384.048, 121934.543000001 487375, 121950.66483899431 487359.71329647687)",RBS0101,A,67.0,4.0,77.0,4.0,36.0,3.0,8.0
RBS0103-A,35.0,"LINESTRING (121958.9664635358 487352.1278288101, 121968.84927059038 487342.931083477)",RBS0103,A,0.0,1.0,100.0,4.0,42.0,3.0,6.0
RLG0401-A,134.0,"LINESTRING (121547.943 485890.778999999, 121546.702 485891.634, 121546.616 485891.697000001, 121546.533 485891.765000001, 121546.454999998 485891.837000001, 121546.379999999 485891.914000001, 121546.309999999 485891.993999999, 121546.245000001 485892.079, 121546.184999999 485892.166999999, 121546.129000001 485892.258000001, 121546.079 485892.352000002, 121546.034000002 485892.449000001, 121545.995000001 485892.548, 121545.960999999 485892.649999999, 121545.932999998 485892.752999999, 121545.910999998 485892.857000001, 121545.895 485892.962000001, 121545.884 485893.068999998, 121545.21361584822 485911.84166618553)",RLG0401,A,80.0,4.0,100.0,4.0,20.0,2.0,7.0
RLG0401-C,154.0,"LINESTRING (121545.03517632888 485916.8384811049, 121542.374000002 485991.359000001, 121540.71791726704 486041.2134815034)",RLG0401,C,100.0,4.0,100.0,4.0,18.0,2.0,7.0
WDK0101-A,128.0,"LINESTRING (121168.221799999 489072.3763, 121172.324000001 489072.57, 121172.533 489072.587000001, 121172.741 489072.616999999, 121172.945999999 489072.660999998, 121173.147999998 489072.719000001, 121173.344999999 489072.789000001, 121173.537999999 489072.872000001, 121173.723999999 489072.967999998, 121173.905000001 489073.076000001, 121174.077 489073.195, 121174.241 489073.324999999, 121174.397 489073.465999998, 121174.528999999 489073.601, 121174.651999999 489073.743999999, 121174.767000001 489073.892999999, 121174.873 489074.048999999, 121174.969000001 489074.210999999, 121175.056000002 489074.379000001, 121175.133000001 489074.550999999, 121175.199000001 489074.727000002, 121175.254999999 489074.907000002, 121175.300000001 489075.09, 121175.335000001 489075.276000001, 121175.357999999 489075.463, 121176.01319108176 489082.33463744074)",WDK0101,A,50.0,4.0,100.0,4.0,38.0,3.0,7.0
WDK0101-B,120.0,"LINESTRING (121176.01319108176 489082.33463744074, 121176.149 489083.759, 121176.791999999 489093.620000001, 121177.93315452262 489110.52877209516)",WDK0101,B,83.0,4.0,100.0,4.0,0.0,1.0,8.0
WDK0102-01-B,115.0,"LINESTRING (121172.24162028311 489042.15931814926, 121172.973999999 489050.298999999, 121172.982000001 489050.423, 121172.984999999 489050.548, 121172.982000001 489050.673, 121172.973000001 489050.796999998, 121172.958000001 489050.921, 121172.938000001 489051.044, 121172.912 489051.166000001, 121172.879999999 489051.287, 121172.842999998 489051.405999999, 121172.800000001 489051.522999998, 121172.752 489051.638, 121172.699000001 489051.750999998, 121172.640000001 489051.861000001, 121172.577 489051.967999998, 121172.509 489052.072000001, 121172.434999999 489052.173, 121172.357999999 489052.271000002, 121172.276000001 489052.364999998, 121172.188999999 489052.454999998, 121172.098999999 489052.541000001, 121172.004999999 489052.622000001, 121171.907000002 489052.699999999, 121171.805 489052.772, 121171.701000001 489052.84, 121171.592999998 489052.903000001, 121171.482999999 489052.960999999, 121171.370000001 489053.013, 121171.254000001 489053.061000001, 121171.136999998 489053.103, 121171.017999999 489053.140000001, 121170.897 489053.171, 121170.807 489053.190000001, 121166.313999999 489054.077, 121166.192000002 489054.109000001, 121166.07 489054.146000002, 121166.02649420993 489054.16172058065)",WDK0102-01,B,67.0,4.0,100.0,4.0,0.0,1.0,7.0
WEG0102-C,160.0,"LINESTRING (122028.31730897755 487428.4155973088, 122004.719999999 487489.510000002, 122004.44341623884 487493.30674072885)",WEG0102,C,93.0,4.0,100.0,4.0,24.0,2.0,9.0
